employeeid,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome(USD),NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimes,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,yearofjoining,TechnologyAdoption,Benefits,Facilities,ChallengingLevels,ExtracurricularActivities,YearOfLeaving
101114,34,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,1,Y,No,21,4,1,0,14,3,2,14,8,2,1,2003,3,4,5,0,5,
101115,37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Female,2,3,Sales Executive,3,Married,10609,5,Y,No,11,3,2,0,17,2,1,14,1,11,7,2000,4,3,2,1,4,2014
101116,36,No,Travel_Rarely,Research & Development,12,Medical,4,Female,3,3,Manufacturing Director,4,Single,8858,0,Y,N,11,3,2,0,15,2,2,14,8,7,8,2003,5,2,3,0,3,
101117,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,4,1,14,2,2,14,8,3,11,2003,4,2,3,0,4,
101118,33,Yes,Travel_Rarely,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Divorced,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,1997,3,4,2,1,3,2011
101119,54,No,Travel_Frequently,Research & Development,11,Medical,2,Female,3,4,Research Director,4,Divorced,16032,3,Y,Y,20,4,3,1,26,2,3,14,9,1,12,2003,2,3,4,1,2,
101120,34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Divorced,17007,7,Y,No,14,3,4,2,16,3,2,14,8,6,9,2003,2,5,4,1,2,
101121,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,3,2,Healthcare Representative,4,Single,6687,1,Y,No,11,3,4,0,14,2,4,14,11,4,11,2003,3,4,5,0,5,
101122,43,Yes,Travel_Rarely,Research & Development,15,Life Sciences,3,Female,2,4,Research Director,3,Married,17603,1,Y,No,24,4,2,1,14,3,3,14,10,6,11,2000,4,3,2,1,4,2014
101123,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,3,Research Director,1,Single,13269,5,Y,N,15,3,3,3,19,3,3,14,11,1,11,2003,5,2,3,0,3,
101124,33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,1,Y,No,18,3,4,3,14,6,3,14,11,2,13,2003,4,2,3,0,4,
101125,35,Yes,Non-Travel,Research & Development,8,Life Sciences,2,Female,3,2,Healthcare Representative,3,Divorced,4148,1,Y,No,12,3,4,1,15,5,3,14,11,2,9,1997,3,4,2,1,3,2011
101126,36,No,Travel_Rarely,Research & Development,12,Medical,4,Female,3,3,Manufacturing Director,4,Single,8858,0,Y,Y,11,3,3,0,15,2,2,14,8,7,8,2003,2,3,4,1,2,
101127,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,3,1,14,3,3,14,13,6,8,2003,2,5,4,1,2,
101128,37,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,Single,10609,5,Y,No,11,3,3,0,17,2,1,14,1,11,7,2003,3,4,5,0,5,
101129,54,Yes,Travel_Frequently,Research & Development,11,Medical,2,Female,3,4,Research Director,4,Divorced,16032,3,Y,No,20,4,2,1,26,2,3,14,9,1,12,2000,4,3,2,1,4,2014
101130,34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Single,17007,7,Y,N,14,3,4,2,16,3,2,14,8,6,9,2003,5,2,3,0,3,
101131,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,3,2,Healthcare Representative,4,Single,6687,1,Y,No,11,3,4,0,14,2,4,14,11,4,11,2003,4,2,3,0,4,
101132,33,Yes,Travel_Rarely,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Divorced,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,1997,3,4,2,1,3,2011
101133,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,2,Manufacturing Director,4,Married,6474,1,Y,Y,13,3,3,1,14,2,2,14,8,3,11,2003,2,3,4,1,2,
101134,53,No,Travel_Rarely,Research & Development,5,Other,3,Female,3,5,Research Director,3,Divorced,19094,4,Y,No,11,3,4,1,26,3,2,14,13,4,8,2003,2,5,4,1,2,
101135,32,No,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,Single,10400,1,Y,No,11,3,3,0,14,2,2,14,8,9,8,2003,3,4,5,0,5,
101136,53,Yes,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,2,0,18,2,4,14,7,8,10,2000,4,3,2,1,4,2014
101137,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,N,14,3,4,0,16,3,3,14,3,1,10,2003,5,2,3,0,3,
101138,32,No,Travel_Rarely,Sales,1,Marketing,3,Male,3,3,Sales Executive,4,Married,10422,1,Y,No,19,3,4,2,14,3,3,14,10,5,7,2003,4,2,3,0,4,
101139,34,Yes,Travel_Rarely,Sales,1,Marketing,2,Male,3,3,Sales Executive,4,Divorced,9888,1,Y,No,21,4,1,0,14,3,2,14,8,2,1,1997,3,4,2,1,3,2011
101140,32,No,Travel_Rarely,Sales,1,Marketing,3,Female,3,3,Sales Executive,4,Married,10422,1,Y,Y,19,3,3,2,14,3,3,14,10,5,7,2003,2,3,4,1,2,
101141,34,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,1,Y,No,21,4,1,0,14,3,2,14,8,2,1,2003,2,5,4,1,2,
101142,34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Single,17007,7,Y,No,14,3,4,2,16,3,2,14,8,6,9,2003,3,4,5,0,5,
101143,54,Yes,Travel_Frequently,Research & Development,11,Medical,2,Female,3,4,Healthcare Representative,4,Divorced,16032,3,Y,No,20,4,2,1,26,2,3,14,9,1,12,2000,4,3,2,1,4,2014
101144,43,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,3,4,Research Director,3,Single,17603,1,Y,N,24,4,1,1,14,3,3,14,10,6,11,2003,5,2,3,0,3,
101145,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Male,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,4,3,19,3,3,14,11,1,11,2003,4,2,3,0,4,
101146,35,Yes,Non-Travel,Research & Development,8,Life Sciences,2,Female,3,2,Healthcare Representative,3,Divorced,4148,1,Y,No,12,3,4,1,15,5,3,14,11,2,9,1997,3,4,2,1,3,2011
101147,33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,3,1,Laboratory Technician,2,Married,2028,1,Y,Y,18,3,3,3,14,6,3,14,11,2,13,2003,2,3,4,1,2,
101148,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,3,1,14,3,3,14,13,6,8,2003,2,5,4,1,2,
101149,53,No,Travel_Rarely,Sales,1,Medical,4,Male,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,0,18,2,4,14,7,8,10,2003,3,4,5,0,5,
101150,36,Yes,Travel_Rarely,Research & Development,12,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,0,15,2,2,14,8,7,8,2000,4,3,2,1,4,2014
101151,37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,3,3,Sales Executive,3,Single,10609,5,Y,N,11,3,3,0,17,2,1,14,1,11,7,1999,5,2,3,0,3,2013
101152,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,4,1,14,2,2,14,8,3,11,2003,4,2,3,0,4,
101153,33,Yes,Travel_Rarely,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Divorced,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,1997,3,4,2,1,3,2011
101154,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,1,Y,Y,11,3,3,0,14,2,4,14,11,4,11,2003,2,3,4,1,2,
101155,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,3,1,14,3,3,14,13,6,8,2003,2,5,4,1,2,
101156,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,2003,3,4,5,0,5,
101157,53,Yes,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,2,0,18,2,4,14,7,8,10,2000,4,3,2,1,4,2014
101158,32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,3,3,Sales Executive,4,Single,10400,1,Y,N,11,3,3,0,14,2,2,14,8,9,8,1999,5,2,3,0,3,2013
101159,53,No,Travel_Rarely,Research & Development,5,Other,3,Male,3,5,Healthcare Representative,3,Divorced,19094,4,Y,No,11,3,4,1,26,3,2,14,13,4,8,2003,4,2,3,0,4,
101160,53,Yes,Travel_Rarely,Research & Development,5,Other,2,Female,3,5,Research Director,3,Divorced,19094,4,Y,No,11,3,4,1,26,3,2,14,13,4,8,1997,3,4,2,1,3,2011
101161,32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,3,3,Sales Executive,4,Married,10400,1,Y,Y,11,3,3,0,14,2,2,14,8,9,8,1996,2,3,4,1,2,2010
101162,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,2003,2,5,4,1,2,
101163,36,No,Travel_Rarely,Research & Development,12,Medical,4,Male,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,0,15,2,2,14,8,7,8,2003,3,4,5,0,5,
101164,33,Yes,Travel_Rarely,Research & Development,9,Medical,1,Female,3,1,Research Scientist,4,Married,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,2000,4,3,2,1,4,2014
101165,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,3,2,Manufacturing Director,4,Single,6474,1,Y,N,13,3,2,1,14,2,2,14,8,3,11,2003,5,2,3,0,3,
101166,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,3,2,Healthcare Representative,4,Single,6687,1,Y,No,11,3,4,0,14,2,4,14,11,4,11,2003,4,2,3,0,4,
101167,34,Yes,Travel_Frequently,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Divorced,17007,7,Y,No,14,3,4,2,16,3,2,14,8,6,9,1997,3,4,2,1,3,2011
101168,54,No,Travel_Frequently,Research & Development,11,Medical,2,Female,3,4,Research Scientist,4,Divorced,16032,3,Y,Y,20,4,3,1,26,2,3,14,9,1,12,2003,2,3,4,1,2,
101169,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,3,19,3,3,14,11,1,11,2003,2,5,4,1,2,
101170,35,No,Non-Travel,Research & Development,8,Life Sciences,3,Male,3,2,Healthcare Representative,3,Single,4148,1,Y,No,12,3,4,1,15,5,3,14,11,2,9,2003,3,4,5,0,5,
101171,33,Yes,Travel_Rarely,Research & Development,21,Medical,2,Female,4,1,Laboratory Technician,2,Married,2028,1,Y,No,18,3,2,3,14,6,3,14,11,2,13,2000,4,3,2,1,4,2014
101172,43,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,3,4,Research Director,3,Single,17603,1,Y,N,24,4,1,1,14,3,3,14,10,6,11,2003,5,2,3,0,3,
101173,53,No,Travel_Rarely,Sales,1,Medical,4,Male,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,0,18,2,4,14,7,8,10,2003,4,2,3,0,4,
101174,37,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,3,Sales Executive,3,Divorced,10609,5,Y,No,11,3,3,0,17,2,1,14,1,11,7,1997,3,4,2,1,3,2011
101175,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,6162,1,Y,Y,12,3,3,1,14,3,3,14,13,6,8,2003,2,3,4,1,2,
101176,32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,Y,No,11,3,3,0,14,2,2,14,8,9,8,2002,2,5,4,1,2,2016
101177,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,2003,3,4,5,0,5,
101178,37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Female,2,3,Sales Executive,3,Married,10609,5,Y,No,11,3,2,0,17,2,1,14,1,11,7,2000,4,3,2,1,4,2014
101179,36,No,Travel_Rarely,Research & Development,12,Medical,4,Female,3,3,Manufacturing Director,4,Single,8858,0,Y,N,11,3,2,0,15,2,2,14,8,7,8,2003,5,2,3,0,3,
101180,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,4,1,14,2,2,14,8,3,11,2003,4,2,3,0,4,
101181,33,Yes,Travel_Rarely,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Divorced,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,1997,3,4,2,1,3,2011
101182,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,6162,1,Y,Y,12,3,3,1,14,3,3,14,13,6,8,2003,2,3,4,1,2,
101183,53,No,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,0,18,2,4,14,7,8,10,2003,2,5,4,1,2,
101184,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,2003,3,4,5,0,5,
101185,53,Yes,Travel_Rarely,Research & Development,5,Other,3,Female,3,5,Healthcare Representative,3,Divorced,19094,4,Y,No,11,3,2,1,26,3,2,14,13,4,8,2000,4,3,2,1,4,2014
101186,53,No,Travel_Rarely,Research & Development,5,Other,3,Female,3,5,Laboratory Technician,3,Single,19094,4,Y,N,11,3,4,1,26,3,2,14,13,4,8,2003,5,2,3,0,3,
101187,32,No,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,Y,No,11,3,4,0,14,2,2,14,8,9,8,2003,4,2,3,0,4,
101188,32,Yes,Travel_Rarely,Sales,1,Marketing,2,Female,3,3,Sales Executive,4,Divorced,10422,1,Y,No,19,3,3,2,14,3,3,14,10,5,7,1997,3,4,2,1,3,2011
101189,32,No,Travel_Rarely,Sales,1,Marketing,3,Female,3,3,Sales Executive,4,Married,10422,1,Y,Y,19,3,3,2,14,3,3,14,10,5,7,2003,2,3,4,1,2,
101190,34,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,1,Y,No,21,4,1,0,14,3,2,14,8,2,1,2003,2,5,4,1,2,
101191,54,No,Travel_Frequently,Research & Development,11,Medical,2,Male,3,4,Research Scientist,4,Single,16032,3,Y,No,20,4,1,1,26,2,3,14,9,1,12,2003,3,4,5,0,5,
101192,34,Yes,Travel_Frequently,Research & Development,15,Medical,2,Female,3,4,Research Director,1,Divorced,17007,7,Y,No,14,3,2,2,16,3,2,14,8,6,9,2000,4,3,2,1,4,2014
101193,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,1,Y,N,11,3,4,0,14,2,4,14,11,4,11,2003,5,2,3,0,3,
101194,33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,1,Y,No,18,3,4,3,14,6,3,14,11,2,13,2003,4,2,3,0,4,
101195,43,Yes,Travel_Rarely,Research & Development,15,Life Sciences,2,Male,2,4,Research Director,3,Divorced,17603,1,Y,No,24,4,1,1,14,3,3,14,10,6,11,1997,3,4,2,1,3,2011
101196,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,3,Research Director,1,Divorced,13269,5,Y,Y,15,3,3,3,19,3,3,14,11,1,11,2003,2,3,4,1,2,
101197,35,No,Non-Travel,Research & Development,8,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,1,Y,No,12,3,4,1,15,5,3,14,11,2,9,2003,2,5,4,1,2,
101198,34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Single,17007,7,Y,No,14,3,4,2,16,3,2,14,8,6,9,2003,3,4,5,0,5,
101199,54,Yes,Travel_Frequently,Research & Development,11,Medical,2,Female,3,4,Research Scientist,4,Divorced,16032,3,Y,No,20,4,2,1,26,2,3,14,9,1,12,2000,4,3,2,1,4,2014
101200,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,1,Y,N,11,3,4,0,14,2,4,14,11,4,11,2003,5,2,3,0,3,
101201,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,4,1,14,2,2,14,8,3,11,2003,4,2,3,0,4,
101202,33,Yes,Travel_Rarely,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Divorced,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,1997,3,4,2,1,3,2011
101203,33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,3,1,Laboratory Technician,2,Married,2028,1,Y,Y,18,3,3,3,14,6,3,14,11,2,13,2003,2,3,4,1,2,
101204,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,3,19,3,3,14,11,1,11,2003,2,5,4,1,2,
101205,43,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,2,4,Research Director,3,Single,17603,1,Y,No,24,4,1,1,14,3,3,14,10,6,11,2003,3,4,5,0,5,
101206,35,Yes,Non-Travel,Research & Development,8,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,1,Y,No,12,3,2,1,15,5,3,14,11,2,9,2000,4,3,2,1,4,2014
101207,34,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,1,Y,N,21,4,1,0,14,3,2,14,8,2,1,2003,5,2,3,0,3,
101208,37,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,Married,10609,5,Y,No,11,3,4,0,17,2,1,14,1,11,7,2003,4,2,3,0,4,
101209,36,Yes,Travel_Rarely,Research & Development,12,Medical,2,Female,2,3,Manufacturing Director,4,Divorced,8858,0,Y,No,11,3,2,0,15,2,2,14,8,7,8,1997,3,4,2,1,3,2011
101210,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,6162,1,Y,Y,12,3,3,1,14,3,3,14,13,6,8,2003,2,3,4,1,2,
101211,53,No,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,0,18,2,4,14,7,8,10,2003,2,5,4,1,2,
101212,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,2003,3,4,5,0,5,
101213,53,Yes,Travel_Rarely,Research & Development,5,Other,3,Female,3,5,Research Scientist,3,Divorced,19094,4,Y,No,11,3,2,1,26,3,2,14,13,4,8,2000,4,3,2,1,4,2014
101214,53,No,Travel_Rarely,Research & Development,5,Other,3,Female,3,5,Research Scientist,3,Single,19094,4,Y,N,11,3,4,1,26,3,2,14,13,4,8,2003,5,2,3,0,3,
101215,32,No,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,Y,No,11,3,4,0,14,2,2,14,8,9,8,2003,4,2,3,0,4,
101216,32,Yes,Travel_Rarely,Sales,4,Medical,2,Male,1,3,Sales Executive,4,Divorced,10400,1,Y,No,11,3,3,0,14,2,2,14,8,9,8,1997,3,4,2,1,3,2011
101217,32,No,Travel_Rarely,Sales,1,Marketing,3,Female,3,3,Sales Executive,4,Married,10422,1,Y,Y,19,3,3,2,14,3,3,14,10,5,7,2003,2,3,4,1,2,
101218,34,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,1,Y,No,21,4,1,0,14,3,2,14,8,2,1,2003,2,5,4,1,2,
101219,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Male,2,3,Research Director,1,Single,13269,5,Y,No,15,3,3,3,19,3,3,14,11,1,11,2003,3,4,5,0,5,
101220,43,Yes,Travel_Rarely,Research & Development,15,Life Sciences,3,Female,2,4,Research Director,3,Married,17603,1,Y,No,24,4,2,1,14,3,3,14,10,6,11,2000,4,3,2,1,4,2014
101221,33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,3,1,Laboratory Technician,2,Single,2028,1,Y,N,18,3,4,3,14,6,3,14,11,2,13,2003,5,2,3,0,3,
101222,34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Divorced,17007,7,Y,No,14,3,4,2,16,3,2,14,8,6,9,2003,4,2,3,0,4,
101223,54,Yes,Travel_Frequently,Research & Development,11,Medical,2,Female,3,4,Research Director,4,Divorced,16032,3,Y,No,20,4,1,1,26,2,3,14,9,1,12,1997,3,4,2,1,3,2011
101224,35,No,Non-Travel,Research & Development,8,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,1,Y,Y,12,3,3,1,15,5,3,14,11,2,9,2003,2,3,4,1,2,
101225,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,1,Y,No,11,3,4,0,14,2,4,14,11,4,11,2003,2,5,4,1,2,
101226,37,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,Single,10609,5,Y,No,11,3,3,0,17,2,1,14,1,11,7,2003,3,4,5,0,5,
101227,36,Yes,Travel_Rarely,Research & Development,12,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,0,15,2,2,14,8,7,8,2000,4,3,2,1,4,2014
101228,33,No,Travel_Rarely,Research & Development,9,Medical,1,Male,3,1,Research Scientist,4,Single,2781,0,Y,N,13,3,2,1,15,5,3,14,10,4,10,2003,5,2,3,0,3,
101229,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,4,1,14,2,2,14,8,3,11,2003,4,2,3,0,4,
101230,32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,2,2,Manufacturing Director,3,Divorced,6162,1,Y,No,12,3,3,1,14,3,3,14,13,6,8,1997,3,4,2,1,3,2011
101231,53,No,Travel_Rarely,Sales,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,Y,Y,20,4,3,0,18,2,4,14,7,8,10,2003,2,3,4,1,2,
101232,41,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,2003,2,5,4,1,2,
101233,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Single,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,2004,3,4,5,0,5,
101234,31,Yes,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,1,Y,No,12,3,2,1,13,5,1,13,10,3,12,2001,4,3,2,1,4,2014
101235,37,No,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Single,4449,3,Y,N,15,3,1,2,15,2,3,13,11,10,7,2004,5,2,3,0,3,
101236,36,No,Travel_Frequently,Sales,3,Medical,1,Male,2,3,Sales Executive,4,Married,9699,4,Y,No,11,3,4,1,16,2,3,13,9,1,12,2004,4,2,3,0,4,
101237,33,Yes,Travel_Frequently,Research & Development,6,Life Sciences,2,Male,3,2,Healthcare Representative,4,Divorced,7725,3,Y,No,23,4,3,1,15,2,1,13,11,4,7,1998,3,4,2,1,3,2011
101238,33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,Married,11691,0,Y,Y,11,3,3,0,14,3,4,13,9,3,7,2004,2,3,4,1,2,
101239,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,Y,No,20,4,3,0,14,3,3,13,9,4,9,2004,2,5,4,1,2,
101240,33,No,Travel_Frequently,Research & Development,29,Medical,1,Male,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,2004,3,4,5,0,5,
101241,35,Yes,Travel_Rarely,Research & Development,25,Technical Degree,4,Female,2,3,Manufacturing Director,2,Married,10903,3,Y,No,16,3,2,0,16,2,3,13,10,4,8,2001,4,3,2,1,4,2014
101242,35,No,Non-Travel,Sales,8,Marketing,3,Female,3,3,Sales Executive,4,Single,10377,4,Y,N,11,3,2,1,16,6,2,13,2,4,12,2004,5,2,3,0,3,
101243,35,No,Travel_Rarely,Sales,10,Medical,4,Male,2,3,Sales Executive,1,Married,10306,9,Y,No,17,3,4,0,15,3,3,13,12,6,0,2004,4,2,3,0,4,
101244,46,Yes,Travel_Rarely,Sales,3,Life Sciences,2,Female,3,4,Sales Representative,2,Divorced,16606,8,Y,No,12,3,4,1,23,2,4,13,12,5,1,1998,3,4,2,1,3,2011
101245,34,No,Travel_Rarely,Sales,3,Other,4,Male,3,2,Sales Executive,1,Single,4759,3,Y,Y,18,3,3,0,15,2,3,13,9,3,12,2004,2,3,4,1,2,
101246,31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,1,Y,No,18,3,1,1,13,5,3,13,7,9,9,2004,2,5,4,1,2,
101247,36,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,3,0,17,2,2,13,7,6,7,2004,3,4,5,0,5,
101248,38,Yes,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,3,2,Research Scientist,4,Married,4735,7,Y,No,15,3,2,2,19,4,4,13,11,2,9,2001,4,3,2,1,4,2014
101249,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,3,3,Research Director,1,Single,13348,9,Y,N,13,3,2,1,18,3,4,13,7,5,7,2004,5,2,3,0,3,
101250,47,No,Non-Travel,Research & Development,1,Medical,3,Male,3,3,Research Director,2,Married,11957,0,Y,No,18,3,4,2,14,3,1,13,8,5,12,2004,4,2,3,0,4,
101251,56,Yes,Non-Travel,Research & Development,1,Life Sciences,2,Male,3,2,Healthcare Representative,3,Divorced,6306,1,Y,No,21,4,1,1,13,2,2,13,12,1,9,1998,3,4,2,1,3,2011
101252,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,8,Y,Y,16,3,3,0,16,3,4,13,11,3,7,2004,2,3,4,1,2,
101253,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,1,Y,Yes,11,3,4,0,13,2,3,13,12,11,9,2004,2,5,4,1,2,
